-1,-1,-1,543,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,543,-1,-1
-1,-1,-1,543,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,543,-1,-1
-1,-1,-1,543,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,543,-1,-1
-1,-1,-1,543,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,543,-1,-1
-1,-1,-1,543,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,543,-1,-1
349,349,351,543,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,543,347,349
-1,-1,1693,135,136,137,130,131,132,1693,1106,1107,1108,140,141,142,1693,135,136,137,130,131,132,135,136,137,669,140,141,142,1106,1107,1108,1693,537,537,537,537,537,537,537,1693,130,131,132,135,136,137,1693,-1,-1,-1
-1,-1,1757,199,200,201,194,195,196,1757,1170,1171,1172,204,205,206,1757,199,200,201,194,195,196,199,200,201,-1,204,205,206,1170,1171,1172,1757,-1,-1,-1,-1,-1,-1,-1,1757,194,195,196,199,200,201,1757,-1,-1,-1
-1,-1,-1,263,264,265,258,259,260,-1,1234,1235,1236,268,269,270,-1,263,264,265,258,259,260,263,264,265,-1,268,269,270,1234,1235,1236,-1,-1,-1,-1,-1,-1,-1,-1,-1,258,259,260,263,264,265,-1,-1,-1,-1
-1,-1,-1,327,328,329,322,323,324,-1,1298,1299,1300,332,333,334,-1,327,328,329,322,323,324,327,328,329,-1,332,333,334,1298,1299,1300,-1,-1,-1,-1,-1,-1,-1,-1,-1,322,323,324,327,328,329,-1,-1,-1,-1
-1,-1,-1,391,392,393,386,387,388,-1,1362,1363,1364,396,397,398,-1,391,392,393,386,387,388,391,392,393,-1,396,397,398,1362,1363,1364,-1,-1,-1,-1,-1,-1,-1,-1,-1,386,387,388,391,392,393,-1,-1,-1,-1
-1,-1,-1,455,456,457,450,451,452,-1,1426,1427,1428,460,461,462,-1,455,456,457,450,451,452,455,456,457,-1,460,461,462,1426,1427,1428,-1,-1,-1,-1,-1,-1,-1,-1,-1,450,451,452,455,456,457,-1,-1,-1,-1
